user_text,rank,timestamp,total.total,month,timeRange.start,timeRange.end
MalnadachBot,1,2022-07-01T00:00:00.000Z,816835,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Ser Amantio di Nicolao,2,2022-07-01T00:00:00.000Z,149726,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Jevansen,3,2022-07-01T00:00:00.000Z,83498,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
WP 1.0 bot,4,2022-07-01T00:00:00.000Z,74343,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Citation bot,5,2022-07-01T00:00:00.000Z,66143,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
InternetArchiveBot,6,2022-07-01T00:00:00.000Z,37159,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
PrimeBOT,7,2022-07-01T00:00:00.000Z,36668,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
AnomieBOT,8,2022-07-01T00:00:00.000Z,35035,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
AAlertBot,9,2022-07-01T00:00:00.000Z,29393,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Simeon,10,2022-07-01T00:00:00.000Z,21845,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
InceptionBot,11,2022-07-01T00:00:00.000Z,20802,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
JJMC89 bot III,12,2022-07-01T00:00:00.000Z,19755,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Lowercase sigmabot III,13,2022-07-01T00:00:00.000Z,17504,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Bearcat,14,2022-07-01T00:00:00.000Z,15662,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Liz,15,2022-07-01T00:00:00.000Z,15516,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Qwerfjkl (bot),16,2022-07-01T00:00:00.000Z,15487,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
BD2412,17,2022-07-01T00:00:00.000Z,15162,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
BrownHairedGirl,18,2022-07-01T00:00:00.000Z,14532,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
WikiCleanerBot,19,2022-07-01T00:00:00.000Z,13643,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Hey man im josh,20,2022-07-01T00:00:00.000Z,13224,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
RMCD bot,21,2022-07-01T00:00:00.000Z,12942,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
DeltaQuadBot,22,2022-07-01T00:00:00.000Z,12615,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
GreenC bot,23,2022-07-01T00:00:00.000Z,12587,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
BattyBot,24,2022-07-01T00:00:00.000Z,12402,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
MediaWiki message delivery,25,2022-07-01T00:00:00.000Z,12173,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Tassedethe,26,2022-07-01T00:00:00.000Z,12122,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
