user_text,rank,timestamp,total.total,month,timeRange.start,timeRange.end
جار الله,1,2022-07-01T00:00:00.000Z,4061,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
محمد أحمد عبد الفتاح,2,2022-07-01T00:00:00.000Z,3644,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Eng.ahmadkadi,3,2022-07-01T00:00:00.000Z,3381,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
FShbib,4,2022-07-01T00:00:00.000Z,1972,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
حسن علي البط,5,2022-07-01T00:00:00.000Z,1650,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
إسلام,6,2022-07-01T00:00:00.000Z,1645,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Mr.Karhi,7,2022-07-01T00:00:00.000Z,1481,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Muatsem90,8,2022-07-01T00:00:00.000Z,1403,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
AbduMM11,9,2022-07-01T00:00:00.000Z,1394,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
باسم,10,2022-07-01T00:00:00.000Z,1389,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
سامي الرحيلي,11,2022-07-01T00:00:00.000Z,1364,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Michel Bakni,12,2022-07-01T00:00:00.000Z,1255,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Mr. Ibrahem,13,2022-07-01T00:00:00.000Z,1192,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
أبو هشام,14,2022-07-01T00:00:00.000Z,1177,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
إبراهيم الشعيبي,15,2022-07-01T00:00:00.000Z,1159,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Nehaoua,16,2022-07-01T00:00:00.000Z,1134,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
عادل,17,2022-07-01T00:00:00.000Z,1066,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Karim185.3,18,2022-07-01T00:00:00.000Z,1034,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
فيصل,19,2022-07-01T00:00:00.000Z,980,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
شيماء,20,2022-07-01T00:00:00.000Z,941,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
