user_text,rank,timestamp,total.total,month,timeRange.start,timeRange.end
Eng.ahmadkadi,1,2022-07-01T00:00:00.000Z,3267,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
جار الله,2,2022-07-01T00:00:00.000Z,2975,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
محمد أحمد عبد الفتاح,3,2022-07-01T00:00:00.000Z,2415,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
إسلام,4,2022-07-01T00:00:00.000Z,1557,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
إبراهيم الشعيبي,5,2022-07-01T00:00:00.000Z,1099,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
سامي الرحيلي,6,2022-07-01T00:00:00.000Z,1051,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
عادل,7,2022-07-01T00:00:00.000Z,1050,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
باسم,8,2022-07-01T00:00:00.000Z,1044,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
AbduMM11,9,2022-07-01T00:00:00.000Z,1021,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Muatsem90,10,2022-07-01T00:00:00.000Z,1002,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Nehaoua,11,2022-07-01T00:00:00.000Z,864,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
حسن علي البط,12,2022-07-01T00:00:00.000Z,840,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Mahmoudalrawi,13,2022-07-01T00:00:00.000Z,817,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Attaremad,14,2022-07-01T00:00:00.000Z,809,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
DR.A.G.A.G,15,2022-07-01T00:00:00.000Z,786,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Mr.Karhi,16,2022-07-01T00:00:00.000Z,670,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
علاء,17,2022-07-01T00:00:00.000Z,664,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Mn-imhotep,18,2022-07-01T00:00:00.000Z,659,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
FShbib,19,2022-07-01T00:00:00.000Z,642,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
