user_text,rank,timestamp,total.total,month,timeRange.start,timeRange.end
Spbot2020,1,2022-07-01T00:00:00.000Z,6,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
HqBot,2,2022-07-01T00:00:00.000Z,2,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
