user_text,rank,timestamp,total.total,month,timeRange.start,timeRange.end
GhalyBot,1,2022-07-01T00:00:00.000Z,10943,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
HitomiAkane,2,2022-07-01T00:00:00.000Z,9258,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
El Gaafary,3,2022-07-01T00:00:00.000Z,938,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
InternetArchiveBot,4,2022-07-01T00:00:00.000Z,674,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Kiro Bassem,5,2022-07-01T00:00:00.000Z,358,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
,6,2022-07-01T00:00:00.000Z,241,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Raafat,7,2022-07-01T00:00:00.000Z,139,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
MenoBot,8,2022-07-01T00:00:00.000Z,48,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Ghaly,9,2022-07-01T00:00:00.000Z,37,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Mr.Karhi,10,2022-07-01T00:00:00.000Z,35,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
CommonsDelinker,11,2022-07-01T00:00:00.000Z,33,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
MO7mmd,12,2022-07-01T00:00:00.000Z,20,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Karim185.3,13,2022-07-01T00:00:00.000Z,15,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Elnajmi1972,14,2022-07-01T00:00:00.000Z,13,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Tehonk,15,2022-07-01T00:00:00.000Z,8,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
Uuuuuuuuuuuuu7uuuuuuuuuuu7uuuuuu7,16,2022-07-01T00:00:00.000Z,7,2022-07-01T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
