month,total.non-content,total.content,timeRange.start,timeRange.end
2001-01-01T00:00:00.000Z,134,390,2001-01-01T00:00:00.000Z,2001-02-01T00:00:00.000Z
2001-02-01T00:00:00.000Z,118,820,2001-02-01T00:00:00.000Z,2001-03-01T00:00:00.000Z
2001-03-01T00:00:00.000Z,274,1487,2001-03-01T00:00:00.000Z,2001-04-01T00:00:00.000Z
2001-04-01T00:00:00.000Z,110,1052,2001-04-01T00:00:00.000Z,2001-05-01T00:00:00.000Z
2001-05-01T00:00:00.000Z,177,2142,2001-05-01T00:00:00.000Z,2001-06-01T00:00:00.000Z
2001-06-01T00:00:00.000Z,222,1196,2001-06-01T00:00:00.000Z,2001-07-01T00:00:00.000Z
2001-07-01T00:00:00.000Z,417,2163,2001-07-01T00:00:00.000Z,2001-08-01T00:00:00.000Z
2001-08-01T00:00:00.000Z,729,3205,2001-08-01T00:00:00.000Z,2001-09-01T00:00:00.000Z
2001-09-01T00:00:00.000Z,1044,5695,2001-09-01T00:00:00.000Z,2001-10-01T00:00:00.000Z
2001-10-01T00:00:00.000Z,1791,9585,2001-10-01T00:00:00.000Z,2001-11-01T00:00:00.000Z
2001-11-01T00:00:00.000Z,3215,13466,2001-11-01T00:00:00.000Z,2001-12-01T00:00:00.000Z
2001-12-01T00:00:00.000Z,5660,18884,2001-12-01T00:00:00.000Z,2002-01-01T00:00:00.000Z
2002-01-01T00:00:00.000Z,3755,13515,2002-01-01T00:00:00.000Z,2002-02-01T00:00:00.000Z
2002-02-01T00:00:00.000Z,8011,46305,2002-02-01T00:00:00.000Z,2002-03-01T00:00:00.000Z
2002-03-01T00:00:00.000Z,4809,19463,2002-03-01T00:00:00.000Z,2002-04-01T00:00:00.000Z
2002-04-01T00:00:00.000Z,4471,16280,2002-04-01T00:00:00.000Z,2002-05-01T00:00:00.000Z
2002-05-01T00:00:00.000Z,2597,16943,2002-05-01T00:00:00.000Z,2002-06-01T00:00:00.000Z
2002-06-01T00:00:00.000Z,4460,25168,2002-06-01T00:00:00.000Z,2002-07-01T00:00:00.000Z
2002-07-01T00:00:00.000Z,5107,28573,2002-07-01T00:00:00.000Z,2002-08-01T00:00:00.000Z
2002-08-01T00:00:00.000Z,9910,50604,2002-08-01T00:00:00.000Z,2002-09-01T00:00:00.000Z
2002-09-01T00:00:00.000Z,12202,71898,2002-09-01T00:00:00.000Z,2002-10-01T00:00:00.000Z
2002-10-01T00:00:00.000Z,13893,95670,2002-10-01T00:00:00.000Z,2002-11-01T00:00:00.000Z
2002-11-01T00:00:00.000Z,11161,51737,2002-11-01T00:00:00.000Z,2002-12-01T00:00:00.000Z
2002-12-01T00:00:00.000Z,12684,86620,2002-12-01T00:00:00.000Z,2003-01-01T00:00:00.000Z
2003-01-01T00:00:00.000Z,17492,74186,2003-01-01T00:00:00.000Z,2003-02-01T00:00:00.000Z
2003-02-01T00:00:00.000Z,16427,63813,2003-02-01T00:00:00.000Z,2003-03-01T00:00:00.000Z
2003-03-01T00:00:00.000Z,16248,70856,2003-03-01T00:00:00.000Z,2003-04-01T00:00:00.000Z
2003-04-01T00:00:00.000Z,16795,73242,2003-04-01T00:00:00.000Z,2003-05-01T00:00:00.000Z
2003-05-01T00:00:00.000Z,21456,91104,2003-05-01T00:00:00.000Z,2003-06-01T00:00:00.000Z
2003-06-01T00:00:00.000Z,22495,95048,2003-06-01T00:00:00.000Z,2003-07-01T00:00:00.000Z
2003-07-01T00:00:00.000Z,30007,107868,2003-07-01T00:00:00.000Z,2003-08-01T00:00:00.000Z
2003-08-01T00:00:00.000Z,31332,124668,2003-08-01T00:00:00.000Z,2003-09-01T00:00:00.000Z
2003-09-01T00:00:00.000Z,27234,113522,2003-09-01T00:00:00.000Z,2003-10-01T00:00:00.000Z
2003-10-01T00:00:00.000Z,30265,122145,2003-10-01T00:00:00.000Z,2003-11-01T00:00:00.000Z
2003-11-01T00:00:00.000Z,39952,159467,2003-11-01T00:00:00.000Z,2003-12-01T00:00:00.000Z
2003-12-01T00:00:00.000Z,43810,178118,2003-12-01T00:00:00.000Z,2004-01-01T00:00:00.000Z
2004-01-01T00:00:00.000Z,46013,172866,2004-01-01T00:00:00.000Z,2004-02-01T00:00:00.000Z
2004-02-01T00:00:00.000Z,71318,238961,2004-02-01T00:00:00.000Z,2004-03-01T00:00:00.000Z
2004-03-01T00:00:00.000Z,99859,340891,2004-03-01T00:00:00.000Z,2004-04-01T00:00:00.000Z
2004-04-01T00:00:00.000Z,90554,314705,2004-04-01T00:00:00.000Z,2004-05-01T00:00:00.000Z
2004-05-01T00:00:00.000Z,91061,329390,2004-05-01T00:00:00.000Z,2004-06-01T00:00:00.000Z
2004-06-01T00:00:00.000Z,109785,451523,2004-06-01T00:00:00.000Z,2004-07-01T00:00:00.000Z
2004-07-01T00:00:00.000Z,117072,483516,2004-07-01T00:00:00.000Z,2004-08-01T00:00:00.000Z
2004-08-01T00:00:00.000Z,137808,502162,2004-08-01T00:00:00.000Z,2004-09-01T00:00:00.000Z
2004-09-01T00:00:00.000Z,156771,519519,2004-09-01T00:00:00.000Z,2004-10-01T00:00:00.000Z
2004-10-01T00:00:00.000Z,166566,576171,2004-10-01T00:00:00.000Z,2004-11-01T00:00:00.000Z
