month,total.content,total.non-content,timeRange.start,timeRange.end
2021-08-01T00:00:00.000Z,31928,12129,2021-08-01T00:00:00.000Z,2021-09-01T00:00:00.000Z
2021-09-01T00:00:00.000Z,31286,13886,2021-09-01T00:00:00.000Z,2021-10-01T00:00:00.000Z
2021-10-01T00:00:00.000Z,31401,14097,2021-10-01T00:00:00.000Z,2021-11-01T00:00:00.000Z
2021-11-01T00:00:00.000Z,31371,13885,2021-11-01T00:00:00.000Z,2021-12-01T00:00:00.000Z
2021-12-01T00:00:00.000Z,31223,12967,2021-12-01T00:00:00.000Z,2022-01-01T00:00:00.000Z
2022-01-01T00:00:00.000Z,32684,14156,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
2022-02-01T00:00:00.000Z,30498,15612,2022-02-01T00:00:00.000Z,2022-03-01T00:00:00.000Z
2022-03-01T00:00:00.000Z,32794,15685,2022-03-01T00:00:00.000Z,2022-04-01T00:00:00.000Z
2022-04-01T00:00:00.000Z,31826,15156,2022-04-01T00:00:00.000Z,2022-05-01T00:00:00.000Z
2022-05-01T00:00:00.000Z,32420,14477,2022-05-01T00:00:00.000Z,2022-06-01T00:00:00.000Z
2022-06-01T00:00:00.000Z,30571,13173,2022-06-01T00:00:00.000Z,2022-07-01T00:00:00.000Z
2022-07-01T00:00:00.000Z,31360,13711,2022-07-01T00:00:00.000Z,2022-08-01T00:00:00.000Z
